id,name,type,ordered,laid_down,commissioned,launched,fate,fate_type,fate_survivors,fate_lat,fat_lon,fate_dead,shipyard,ships_sunk
514,U-514,IXC,2/14/1940,4/29/1941,1/24/1942,11/18/1941,7/8/1943,Sunk,0,43.37,-8.59,54,"Deutsche Werft AG, Hamburg",4
515,U-515,IXC,2/14/1940,5/8/1941,2/21/1942,12/2/1941,4/9/1944,Sunk,44,34.35,-19.18,16,"Deutsche Werft AG, Hamburg",22
516,U-516,IXC,2/14/1940,5/12/1941,2/21/1942,12/16/1941,5/14/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",16
517,U-517,IXC,2/14/1940,6/5/1941,3/21/1942,12/30/1941,11/21/1942,Sunk,52,46.16,-17.09,1,"Deutsche Werft AG, Hamburg",8
518,U-518,IXC,2/14/1940,6/12/1941,4/25/1942,2/11/1942,4/22/1945,Sunk,0,43.26,-38.23,56,"Deutsche Werft AG, Hamburg",9
519,U-519,IXC,2/14/1940,6/23/1941,5/7/1942,2/12/1942,1/31/1943,Missing,0,,,50,"Deutsche Werft AG, Hamburg",0
520,U-520,IXC,2/14/1940,7/1/1941,5/19/1942,3/2/1942,10/30/1942,Sunk,0,47.47,-49.50,53,"Deutsche Werft AG, Hamburg",0
521,U-521,IXC,2/14/1940,7/3/1941,6/3/1942,3/17/1942,6/2/1943,Sunk,0,37.43,-73.16,51,"Deutsche Werft AG, Hamburg",3
522,U-522,IXC,2/14/1940,7/9/1941,6/11/1942,4/1/1942,2/23/1943,Sunk,0,31.27,-26.22,51,"Deutsche Werft AG, Hamburg",7
523,U-523,IXC,2/14/1940,8/4/1941,6/25/1942,4/15/1942,8/25/1943,Sunk,37,42.03,-18.02,17,"Deutsche Werft AG, Hamburg",1
524,U-524,IXC,2/14/1940,8/7/1941,7/8/1942,4/30/1942,3/22/1943,Sunk,0,30.15,-18.13,52,"Deutsche Werft AG, Hamburg",2
525,U-525,IXC/40,8/15/1940,9/10/1941,7/30/1942,5/20/1942,8/11/1943,Sunk,0,41.29,-38.55,54,"Deutsche Werft AG, Hamburg",1
526,U-526,IXC/40,8/15/1940,10/14/1941,8/12/1942,6/3/1942,4/14/1943,Sunk,12,47.41,-3.22,42,"Deutsche Werft AG, Hamburg",0
527,U-527,IXC/40,8/15/1940,10/28/1941,9/2/1942,6/17/1942,7/23/1943,Sunk,13,35.25,-27.56,40,"Deutsche Werft AG, Hamburg",1
528,U-528,IXC/40,8/15/1940,11/10/1941,9/16/1942,7/1/1942,5/11/1943,Sunk,45,46.55,-14.44,11,"Deutsche Werft AG, Hamburg",0
529,U-529,IXC/40,8/15/1940,11/26/1941,9/30/1942,7/15/1942,2/15/1943,Sunk,0,55.45,-31.09,48,"Deutsche Werft AG, Hamburg",0
530,U-530,IXC/40,8/15/1940,12/8/1941,10/14/1942,7/28/1942,7/10/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",2
531,U-531,IXC/40,8/15/1940,12/22/1941,10/28/1942,8/12/1942,5/6/1943,Sunk,0,52.48,-45.18,54,"Deutsche Werft AG, Hamburg",0
532,U-532,IXC/40,8/15/1940,1/7/1942,11/11/1942,8/26/1942,5/13/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",8
533,U-533,IXC/40,4/10/1941,2/17/1942,11/25/1942,9/11/1942,10/16/1943,Sunk,0,25.28,56.50,52,"Deutsche Werft AG, Hamburg",0
534,U-534,IXC/40,4/10/1941,2/20/1942,12/23/1942,9/23/1942,5/5/1945,Sunk,49,56.45,11.52,3,"Deutsche Werft AG, Hamburg",0
535,U-535,IXC/40,4/10/1941,3/6/1942,12/23/1942,10/8/1942,7/5/1943,Sunk,0,43.38,-9.13,55,"Deutsche Werft AG, Hamburg",0
536,U-536,IXC/40,4/10/1941,3/13/1942,1/13/1943,10/21/1942,11/20/1943,Sunk,17,43.50,-19.39,38,"Deutsche Werft AG, Hamburg",0
537,U-537,IXC/40,4/10/1941,4/10/1942,1/27/1943,11/7/1942,10/11/1944,Sunk,0,-7.13,115.17,58,"Deutsche Werft AG, Hamburg",0
538,U-538,IXC/40,4/10/1941,4/18/1942,2/10/1943,11/20/1942,11/21/1943,Sunk,0,45.40,-19.35,55,"Deutsche Werft AG, Hamburg",0
539,U-539,IXC/40,6/5/1941,5/8/1942,2/24/1943,12/4/1942,5/9/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",1
540,U-540,IXC/40,6/5/1941,5/12/1942,3/10/1943,12/18/1942,10/17/1943,Sunk,0,58.38,-31.56,55,"Deutsche Werft AG, Hamburg",0
541,U-541,IXC/40,6/5/1941,6/5/1942,3/24/1943,1/5/1943,5/12/1945,Surrendered,0,,,0,"Deutsche Werft AG, Hamburg",1
542,U-542,IXC/40,6/5/1941,6/12/1942,4/7/1943,1/19/1943,11/28/1943,Sunk,0,39.35,-19.51,56,"Deutsche Werft AG, Hamburg",0
543,U-543,IXC/40,6/5/1941,7/3/1942,4/21/1943,2/3/1943,7/2/1944,Sunk,0,25.34,-21.36,58,"Deutsche Werft AG, Hamburg",0
544,U-544,IXC/40,6/5/1941,7/8/1942,5/5/1943,2/17/1943,1/16/1944,Sunk,0,40.30,-37.20,57,"Deutsche Werft AG, Hamburg",0
545,U-545,IXC/40,6/5/1941,8/1/1942,5/19/1943,3/3/1943,2/10/1944,Scuttled,56,58.17,-13.22,1,"Deutsche Werft AG, Hamburg",1
546,U-546,IXC/40,6/5/1941,8/6/1942,6/2/1943,3/17/1943,4/24/1945,Sunk,33,43.53,-40.07,26,"Deutsche Werft AG, Hamburg",1
547,U-547,IXC/40,6/5/1941,8/30/1942,6/16/1943,4/3/1943,12/31/1944,Decommissioned,0,,,0,"Deutsche Werft AG, Hamburg",2
548,U-548,IXC/40,6/5/1941,9/4/1942,6/30/1943,4/14/1943,4/19/1945,Sunk,0,42.19,-61.45,58,"Deutsche Werft AG, Hamburg",1
549,U-549,IXC/40,6/5/1941,9/28/1942,7/14/1943,4/28/1943,5/29/1944,Sunk,0,31.13,-23.03,57,"Deutsche Werft AG, Hamburg",1
550,U-550,IXC/40,6/5/1941,10/2/1942,7/28/1943,5/12/1943,4/16/1944,Sunk,12,40.09,-69.44,44,"Deutsche Werft AG, Hamburg",1
551,U-551,VIIC,9/25/1939,11/21/1939,11/7/1940,9/14/1940,3/23/1941,Sunk,0,62.37,-16.47,45,"Blohm & Voss, Hamburg",0
552,U-552,VIIC,9/25/1939,12/1/1939,12/4/1940,9/14/1940,2/1/1945,Decommissioned,0,,,0,"Blohm & Voss, Hamburg",30
553,U-553,VIIC,9/25/1939,11/21/1939,12/23/1940,11/7/1940,1/20/1943,Missing,0,,,47,"Blohm & Voss, Hamburg",12
554,U-554,VIIC,9/25/1939,12/1/1939,1/15/1941,11/7/1940,5/5/1945,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
555,U-555,VIIC,9/25/1939,1/2/1940,1/30/1941,12/7/1940,3/1/1945,Decommissioned,0,,,0,"Blohm & Voss, Hamburg",0
556,U-556,VIIC,9/25/1939,1/2/1940,2/6/1941,12/7/1940,6/27/1941,Sunk,41,60.24,-29.00,5,"Blohm & Voss, Hamburg",6
557,U-557,VIIC,9/25/1939,1/6/1940,2/13/1941,12/22/1940,12/16/1941,Sunk,0,35.31,23.19,43,"Blohm & Voss, Hamburg",6
558,U-558,VIIC,9/25/1939,1/6/1940,2/20/1941,12/23/1940,7/20/1943,Sunk,5,45.10,-9.42,45,"Blohm & Voss, Hamburg",17
559,U-559,VIIC,10/16/1939,2/1/1940,2/27/1941,1/8/1941,10/30/1942,Sunk,38,32.30,33.00,7,"Blohm & Voss, Hamburg",4
560,U-560,VIIC,10/16/1939,2/1/1940,3/6/1941,1/10/1941,5/3/1945,Scuttled,0,,,0,"Blohm & Voss, Hamburg",0
561,U-561,VIIC,10/16/1939,2/28/1940,3/13/1941,1/23/1941,7/12/1943,Sunk,5,38.16,15.39,42,"Blohm & Voss, Hamburg",5
562,U-562,VIIC,10/16/1939,2/7/1940,3/20/1941,1/24/1941,2/19/1943,Sunk,0,32.57,20.54,49,"Blohm & Voss, Hamburg",6
563,U-563,VIIC,10/24/1939,3/30/1940,3/27/1941,2/5/1941,5/31/1943,Sunk,0,46.35,-10.40,49,"Blohm & Voss, Hamburg",3
564,U-564,VIIC,10/24/1939,3/30/1940,4/3/1941,2/7/1941,6/14/1943,Sunk,18,44.17,-10.25,28,"Blohm & Voss, Hamburg",18
565,U-565,VIIC,10/24/1939,3/30/1940,4/10/1941,2/20/1941,9/30/1944,Scuttled,0,37.59,23.34,5,"Blohm & Voss, Hamburg",3
566,U-566,VIIC,10/24/1939,3/30/1940,4/17/1941,2/20/1941,10/24/1943,Scuttled,49,41.12,-9.31,0,"Blohm & Voss, Hamburg",6
567,U-567,VIIC,10/24/1939,4/27/1940,4/24/1941,3/6/1941,12/21/1941,Sunk,0,44.02,-20.10,47,"Blohm & Voss, Hamburg",2
568,U-568,VIIC,10/24/1939,4/27/1940,5/1/1941,3/6/1941,5/28/1942,Sunk,47,32.42,24.53,0,"Blohm & Voss, Hamburg",1
569,U-569,VIIC,10/24/1939,5/21/1940,5/8/1941,3/20/1941,5/22/1943,Scuttled,25,50.40,-35.21,21,"Blohm & Voss, Hamburg",1
570,U-570,VIIC,10/24/1939,5/21/1940,5/15/1941,3/20/1941,8/27/1941,Captured,44,62.15,-18.35,0,"Blohm & Voss, Hamburg",0
571,U-571,VIIC,10/24/1939,6/8/1940,5/22/1941,4/4/1941,1/28/1944,Sunk,0,52.41,-14.27,52,"Blohm & Voss, Hamburg",5
572,U-572,VIIC,10/24/1939,6/15/1940,5/29/1941,4/5/1941,8/3/1943,Sunk,0,11.35,-54.05,47,"Blohm & Voss, Hamburg",6
573,U-573,VIIC,10/24/1939,6/8/1940,6/5/1941,4/17/1941,5/1/1942,Damaged,43,37.00,1.00,1,"Blohm & Voss, Hamburg",1
574,U-574,VIIC,10/24/1939,6/15/1940,6/12/1941,4/12/1941,12/19/1941,Sunk,16,38.12,-17.23,28,"Blohm & Voss, Hamburg",1
575,U-575,VIIC,1/8/1940,8/1/1940,6/19/1941,4/30/1941,3/13/1944,Sunk,37,46.18,-27.34,18,"Blohm & Voss, Hamburg",8
576,U-576,VIIC,1/8/1940,8/1/1940,6/26/1941,4/30/1941,7/15/1942,Sunk,0,34.51,-75.22,45,"Blohm & Voss, Hamburg",4
577,U-577,VIIC,1/8/1940,8/1/1940,7/3/1941,5/15/1941,1/15/1942,Sunk,0,32.40,25.48,43,"Blohm & Voss, Hamburg",0
578,U-578,VIIC,1/8/1940,8/1/1940,7/10/1941,5/15/1941,8/6/1942,Missing,0,,,49,"Blohm & Voss, Hamburg",4
579,U-579,VIIC,1/8/1940,8/31/1940,7/17/1941,5/28/1941,10/12/1941,Decommissioned,0,,,0,"Blohm & Voss, Hamburg",0
580,U-580,VIIC,1/8/1940,8/31/1940,7/24/1941,5/28/1941,11/11/1941,Sunk,32,55.45,20.40,12,"Blohm & Voss, Hamburg",0
581,U-581,VIIC,1/8/1940,9/25/1940,7/31/1941,6/12/1941,2/2/1942,Sunk,41,38.24,-28.30,4,"Blohm & Voss, Hamburg",1
582,U-582,VIIC,1/8/1940,9/25/1940,8/7/1941,6/12/1941,10/5/1942,Sunk,0,58.52,-21.42,46,"Blohm & Voss, Hamburg",6
583,U-583,VIIC,1/8/1940,10/1/1940,8/14/1941,6/26/1941,11/15/1941,Sunk,0,55.18,16.53,45,"Blohm & Voss, Hamburg",0
584,U-584,VIIC,1/8/1940,10/1/1940,8/21/1941,6/26/1941,10/31/1943,Sunk,0,49.14,-31.55,53,"Blohm & Voss, Hamburg",3
585,U-585,VIIC,1/8/1940,10/1/1940,8/28/1941,7/9/1941,3/30/1942,Sunk,0,70.00,34.00,44,"Blohm & Voss, Hamburg",0
586,U-586,VIIC,1/8/1940,10/1/1940,9/4/1941,7/10/1941,7/5/1944,Sunk,0,43.07,5.55,0,"Blohm & Voss, Hamburg",2
587,U-587,VIIC,1/16/1940,10/31/1940,9/11/1941,7/23/1941,3/27/1942,Sunk,0,47.21,-21.39,42,"Blohm & Voss, Hamburg",4
588,U-588,VIIC,1/16/1940,10/31/1940,9/18/1941,7/23/1941,7/31/1942,Sunk,0,49.59,-36.36,46,"Blohm & Voss, Hamburg",7
589,U-589,VIIC,1/16/1940,10/31/1940,9/25/1941,8/6/1941,9/14/1942,Sunk,0,75.40,20.32,48,"Blohm & Voss, Hamburg",1
590,U-590,VIIC,1/16/1940,10/31/1940,10/2/1941,8/6/1941,7/9/1943,Sunk,0,3.22,-48.38,45,"Blohm & Voss, Hamburg",1
591,U-591,VIIC,1/16/1940,10/30/1940,10/9/1941,8/20/1941,7/30/1943,Sunk,28,-8.36,-34.34,19,"Blohm & Voss, Hamburg",4
592,U-592,VIIC,1/16/1940,10/30/1940,10/16/1941,8/20/1941,1/31/1944,Sunk,0,50.20,-17.29,49,"Blohm & Voss, Hamburg",1
593,U-593,VIIC,1/16/1940,12/17/1940,10/23/1941,9/3/1941,12/13/1943,Sunk,51,37.38,5.58,0,"Blohm & Voss, Hamburg",9
594,U-594,VIIC,1/16/1940,12/17/1940,10/30/1941,9/3/1941,6/5/1943,Sunk,0,36.02,-10.28,50,"Blohm & Voss, Hamburg",2
595,U-595,VIIC,1/16/1940,1/4/1941,11/6/1941,9/17/1941,11/14/1942,Damaged,0,36.38,0.30,0,"Blohm & Voss, Hamburg",0
596,U-596,VIIC,1/16/1940,1/4/1941,11/13/1941,9/17/1941,9/30/1944,Scuttled,0,37.59,23.34,1,"Blohm & Voss, Hamburg",12
597,U-597,VIIC,1/16/1940,1/13/1941,11/20/1941,10/1/1941,10/12/1942,Sunk,0,56.50,-28.05,49,"Blohm & Voss, Hamburg",0
598,U-598,VIIC,1/16/1940,1/11/1941,11/27/1941,10/2/1941,7/23/1943,Sunk,2,-4.05,-33.23,43,"Blohm & Voss, Hamburg",2
599,U-599,VIIC,5/22/1940,1/27/1941,12/4/1941,10/15/1941,10/24/1942,Sunk,0,46.07,-17.40,44,"Blohm & Voss, Hamburg",0
600,U-600,VIIC,5/22/1940,1/25/1941,12/11/1941,10/16/1941,11/25/1943,Sunk,0,40.31,-22.07,54,"Blohm & Voss, Hamburg",5
601,U-601,VIIC,5/22/1940,2/10/1941,12/18/1941,10/29/1941,2/25/1944,Sunk,0,70.26,12.40,51,"Blohm & Voss, Hamburg",4
602,U-602,VIIC,5/22/1940,2/8/1941,12/29/1941,10/30/1941,4/19/1943,Missing,0,,,48,"Blohm & Voss, Hamburg",1
603,U-603,VIIC,5/22/1940,2/27/1941,1/2/1942,11/16/1941,2/19/1944,Missing,0,,,51,"Blohm & Voss, Hamburg",4
604,U-604,VIIC,5/22/1940,2/27/1941,1/8/1942,11/16/1941,8/11/1943,Scuttled,31,-4.15,-21.20,14,"Blohm & Voss, Hamburg",6
605,U-605,VIIC,5/22/1940,3/12/1941,1/15/1942,11/27/1941,11/14/1942,Sunk,0,36.20,-1.01,46,"Blohm & Voss, Hamburg",3
606,U-606,VIIC,5/22/1940,3/12/1941,1/22/1942,11/27/1941,2/22/1943,Sunk,11,47.44,-33.43,36,"Blohm & Voss, Hamburg",3
607,U-607,VIIC,5/22/1940,3/27/1941,1/29/1942,12/11/1941,7/13/1943,Sunk,7,45.02,-9.14,45,"Blohm & Voss, Hamburg",4
608,U-608,VIIC,5/22/1940,3/27/1941,2/5/1942,12/11/1941,8/10/1944,Sunk,52,46.30,-3.08,0,"Blohm & Voss, Hamburg",4
609,U-609,VIIC,5/22/1940,4/7/1941,2/12/1942,12/23/1941,2/6/1943,Sunk,0,54.56,-28.11,47,"Blohm & Voss, Hamburg",2
610,U-610,VIIC,5/22/1940,4/5/1941,2/19/1942,12/24/1941,10/8/1943,Sunk,0,55.45,-24.33,51,"Blohm & Voss, Hamburg",4
611,U-611,VIIC,8/15/1940,4/22/1941,2/26/1942,1/8/1942,12/8/1942,Sunk,0,57.25,-35.19,45,"Blohm & Voss, Hamburg",0
612,U-612,VIIC,8/15/1940,4/21/1941,3/5/1942,1/9/1942,8/6/1942,Sunk,43,55.03,18.05,2,"Blohm & Voss, Hamburg",0
613,U-613,VIIC,8/15/1940,5/6/1941,3/12/1942,1/29/1942,7/23/1943,Sunk,0,35.32,-28.36,48,"Blohm & Voss, Hamburg",2
614,U-614,VIIC,8/15/1940,5/6/1941,3/19/1942,1/29/1942,7/29/1943,Sunk,0,46.42,-11.03,49,"Blohm & Voss, Hamburg",1
615,U-615,VIIC,8/15/1940,5/20/1941,3/26/1942,2/8/1942,8/7/1943,Sunk,43,12.38,-64.15,4,"Blohm & Voss, Hamburg",4
616,U-616,VIIC,8/15/1940,5/20/1941,4/2/1942,2/8/1942,5/17/1944,Sunk,53,36.46,0.52,0,"Blohm & Voss, Hamburg",2
617,U-617,VIIC,8/15/1940,5/31/1941,4/9/1942,2/14/1942,9/12/1943,Damaged,0,35.38,-3.27,0,"Blohm & Voss, Hamburg",8
618,U-618,VIIC,8/15/1940,5/29/1941,4/16/1942,2/20/1942,8/14/1944,Sunk,0,47.22,-4.39,61,"Blohm & Voss, Hamburg",3
619,U-619,VIIC,8/15/1940,6/19/1941,4/23/1942,3/9/1942,10/5/1942,Sunk,0,58.41,-22.58,44,"Blohm & Voss, Hamburg",2
620,U-620,VIIC,8/15/1940,6/19/1941,4/30/1942,3/9/1942,2/13/1943,Sunk,0,39.18,-11.17,47,"Blohm & Voss, Hamburg",1
621,U-621,VIIC,8/15/1940,7/1/1941,5/7/1942,3/19/1942,8/18/1944,Sunk,0,45.52,-2.36,56,"Blohm & Voss, Hamburg",4
622,U-622,VIIC,8/15/1940,7/1/1941,5/14/1942,3/19/1942,7/24/1943,Sunk,0,,,0,"Blohm & Voss, Hamburg",0
623,U-623,VIIC,8/15/1940,7/15/1941,5/21/1942,3/31/1942,2/21/1943,Sunk,0,48.08,-29.37,46,"Blohm & Voss, Hamburg",0
624,U-624,VIIC,8/15/1940,7/15/1941,5/28/1942,3/31/1942,2/7/1943,Sunk,0,55.42,-26.17,45,"Blohm & Voss, Hamburg",5
625,U-625,VIIC,8/15/1940,7/28/1941,6/4/1942,4/15/1942,3/10/1944,Sunk,0,52.35,-20.19,53,"Blohm & Voss, Hamburg",3
626,U-626,VIIC,8/15/1940,7/28/1941,6/11/1942,4/15/1942,12/14/1942,Missing,0,,,47,"Blohm & Voss, Hamburg",0
627,U-627,VIIC,8/15/1940,8/8/1941,6/18/1942,4/29/1942,10/27/1942,Sunk,0,59.14,-22.49,44,"Blohm & Voss, Hamburg",0
628,U-628,VIIC,8/15/1940,8/7/1941,6/25/1942,4/29/1942,7/3/1943,Sunk,0,44.11,-8.45,49,"Blohm & Voss, Hamburg",4
629,U-629,VIIC,8/15/1940,8/23/1941,7/2/1942,5/12/1942,6/7/1944,Sunk,0,48.34,-5.23,51,"Blohm & Voss, Hamburg",0
630,U-630,VIIC,8/15/1940,8/23/1941,7/9/1942,5/12/1942,5/6/1943,Sunk,0,52.31,-44.50,47,"Blohm & Voss, Hamburg",2
631,U-631,VIIC,8/15/1940,9/5/1941,7/16/1942,5/27/1942,10/17/1943,Sunk,0,58.13,-32.29,54,"Blohm & Voss, Hamburg",2
632,U-632,VIIC,8/15/1940,9/4/1941,7/23/1942,5/27/1942,4/6/1943,Sunk,0,58.02,-28.42,48,"Blohm & Voss, Hamburg",2
633,U-633,VIIC,8/15/1940,9/22/1941,7/30/1942,6/10/1942,3/8/1943,Sunk,0,58.21,-31.00,43,"Blohm & Voss, Hamburg",1
634,U-634,VIIC,8/15/1940,9/23/1941,8/6/1942,6/10/1942,8/30/1943,Sunk,0,40.13,-19.24,47,"Blohm & Voss, Hamburg",1
635,U-635,VIIC,1/20/1941,10/3/1941,8/13/1942,6/24/1942,4/5/1943,Sunk,0,58.20,-31.52,47,"Blohm & Voss, Hamburg",2
636,U-636,VIIC,1/20/1941,10/2/1941,8/20/1942,6/25/1942,4/21/1945,Sunk,0,55.50,-10.31,42,"Blohm & Voss, Hamburg",1
637,U-637,VIIC,1/20/1941,10/17/1941,8/27/1942,7/7/1942,5/9/1945,Surrendered,0,,,0,"Blohm & Voss, Hamburg",1
638,U-638,VIIC,1/20/1941,10/16/1941,9/3/1942,7/8/1942,5/5/1943,Sunk,0,54.12,-44.05,44,"Blohm & Voss, Hamburg",1
639,U-639,VIIC,1/20/1941,10/31/1941,9/10/1942,7/22/1942,8/28/1943,Sunk,0,76.40,69.40,47,"Blohm & Voss, Hamburg",0
640,U-640,VIIC,1/20/1941,10/30/1941,9/17/1942,7/23/1942,5/14/1943,Sunk,0,60.32,-31.05,49,"Blohm & Voss, Hamburg",0
641,U-641,VIIC,1/20/1941,11/19/1941,9/24/1942,8/6/1942,1/19/1944,Sunk,0,50.25,-18.49,50,"Blohm & Voss, Hamburg",0
642,U-642,VIIC,1/20/1941,11/19/1941,10/1/1942,8/6/1942,7/5/1944,Sunk,0,43.07,5.55,0,"Blohm & Voss, Hamburg",1
643,U-643,VIIC,1/20/1941,12/1/1941,10/8/1942,8/20/1942,10/8/1943,Sunk,18,56.14,-26.55,30,"Blohm & Voss, Hamburg",0
644,U-644,VIIC,1/20/1941,12/1/1941,10/15/1942,8/20/1942,4/7/1943,Sunk,0,69.38,-5.40,45,"Blohm & Voss, Hamburg",0
645,U-645,VIIC,1/20/1941,12/17/1941,10/22/1942,9/3/1942,12/12/1943,Missing,0,,,55,"Blohm & Voss, Hamburg",2
646,U-646,VIIC,1/20/1941,12/23/1941,10/29/1942,9/3/1942,5/17/1943,Sunk,0,62.10,-14.30,46,"Blohm & Voss, Hamburg",0
647,U-647,VIIC,4/10/1941,12/29/1941,11/5/1942,9/16/1942,7/28/1943,Missing,0,,,48,"Blohm & Voss, Hamburg",0
648,U-648,VIIC,4/10/1941,12/24/1941,11/12/1942,9/16/1942,11/22/1943,Missing,0,,,50,"Blohm & Voss, Hamburg",0
649,U-649,VIIC,4/10/1941,1/12/1942,11/19/1942,9/30/1942,2/24/1943,Sunk,11,55.15,17.15,35,"Blohm & Voss, Hamburg",0
650,U-650,VIIC,4/10/1941,1/9/1942,11/26/1942,10/1/1942,1/7/1945,Sunk,0,49.51,-5.30,47,"Blohm & Voss, Hamburg",0
651,U-651,VIIC,10/9/1939,1/16/1940,2/12/1941,12/21/1940,6/29/1941,Sunk,45,59.52,-18.36,0,"Howaldtswerke Hamburg AG, Hamburg",2
652,U-652,VIIC,10/9/1939,2/5/1940,4/3/1941,2/7/1941,6/2/1942,Scuttled,46,31.55,25.13,0,"Howaldtswerke Hamburg AG, Hamburg",3
653,U-653,VIIC,10/9/1939,4/9/1940,5/25/1941,3/22/1941,3/15/1944,Sunk,0,53.46,-24.35,51,"Howaldtswerke Hamburg AG, Hamburg",3
654,U-654,VIIC,10/9/1939,6/1/1940,7/5/1941,5/3/1941,8/22/1942,Sunk,0,12.00,-79.56,44,"Howaldtswerke Hamburg AG, Hamburg",3
655,U-655,VIIC,10/9/1939,8/10/1940,8/11/1941,6/5/1941,3/24/1942,Sunk,0,73.00,21.00,45,"Howaldtswerke Hamburg AG, Hamburg",0
656,U-656,VIIC,10/9/1939,9/4/1940,9/17/1941,7/8/1941,3/1/1942,Sunk,0,46.15,-53.15,45,"Howaldtswerke Hamburg AG, Hamburg",0
657,U-657,VIIC,10/9/1939,10/5/1940,10/8/1941,8/12/1941,5/17/1943,Sunk,0,58.54,-42.33,47,"Howaldtswerke Hamburg AG, Hamburg",1
658,U-658,VIIC,10/9/1939,11/15/1940,11/5/1941,9/11/1941,10/30/1942,Sunk,0,50.32,-46.32,48,"Howaldtswerke Hamburg AG, Hamburg",3
659,U-659,VIIC,10/9/1939,2/12/1941,12/9/1941,10/14/1941,5/4/1943,Sunk,3,43.32,-13.20,44,"Howaldtswerke Hamburg AG, Hamburg",1
660,U-660,VIIC,10/9/1939,2/15/1941,1/8/1942,11/17/1941,11/12/1942,Sunk,45,36.07,-1.00,2,"Howaldtswerke Hamburg AG, Hamburg",2
661,U-661,VIIC,10/9/1939,3/12/1941,2/12/1942,12/11/1941,10/15/1942,Sunk,0,53.42,-35.56,44,"Howaldtswerke Hamburg AG, Hamburg",1
662,U-662,VIIC,10/9/1939,5/7/1941,4/9/1942,1/22/1942,7/21/1943,Sunk,3,3.56,-48.46,44,"Howaldtswerke Hamburg AG, Hamburg",3
663,U-663,VIIC,8/15/1940,3/31/1941,5/14/1942,3/26/1942,5/8/1943,Sunk,0,46.50,-10.00,49,"Howaldtswerke Hamburg AG, Hamburg",2
664,U-664,VIIC,8/15/1940,7/11/1941,6/17/1942,4/28/1942,8/9/1943,Sunk,44,40.12,-37.29,7,"Howaldtswerke Hamburg AG, Hamburg",3
665,U-665,VIIC,8/15/1940,6/10/1941,7/22/1942,6/9/1942,3/22/1943,Missing,0,,,46,"Howaldtswerke Hamburg AG, Hamburg",1
666,U-666,VIIC,8/15/1940,9/16/1941,8/26/1942,7/18/1942,2/10/1944,Sunk,0,53.56,-17.16,51,"Howaldtswerke Hamburg AG, Hamburg",1
667,U-667,VIIC,8/15/1940,8/16/1941,10/21/1942,8/29/1942,8/26/1944,Sunk,0,46.06,-1.35,45,"Howaldtswerke Hamburg AG, Hamburg",1
668,U-668,VIIC,8/15/1940,10/11/1941,11/16/1942,10/5/1942,5/9/1945,Surrendered,0,,,0,"Howaldtswerke Hamburg AG, Hamburg",0
669,U-669,VIIC,1/20/1941,11/3/1941,12/16/1942,10/5/1942,8/30/1943,Missing,0,,,0,"Howaldtswerke Hamburg AG, Hamburg",0
670,U-670,VIIC,1/20/1941,11/25/1941,1/26/1943,12/15/1942,8/20/1943,Sunk,22,54.50,19.15,21,"Howaldtswerke Hamburg AG, Hamburg",0
671,U-671,VIIC,1/20/1941,12/2/1941,3/3/1943,12/15/1942,8/4/1944,Sunk,5,50.23,0.06,47,"Howaldtswerke Hamburg AG, Hamburg",0
672,U-672,VIIC,1/20/1941,12/24/1941,4/6/1943,2/27/1943,7/18/1944,Scuttled,52,50.03,-2.30,0,"Howaldtswerke Hamburg AG, Hamburg",0
673,U-673,VIIC,1/20/1941,1/20/1942,5/8/1943,2/27/1943,10/24/1944,Grounded,0,59.17,5.57,0,"Howaldtswerke Hamburg AG, Hamburg",0
674,U-674,VIIC,1/20/1941,4/7/1942,6/15/1943,5/8/1943,5/2/1944,Sunk,0,70.32,4.37,49,"Howaldtswerke Hamburg AG, Hamburg",0
675,U-675,VIIC,6/5/1941,4/9/1942,7/14/1943,5/8/1943,5/24/1944,Sunk,0,62.27,3.04,51,"Howaldtswerke Hamburg AG, Hamburg",0
676,U-676,VIIC,6/5/1941,6/13/1942,8/4/1943,7/6/1943,2/12/1945,Sunk,0,59.30,23.00,57,"Howaldtswerke Hamburg AG, Hamburg",0
677,U-677,VIIC,6/5/1941,6/13/1942,9/20/1943,7/6/1943,4/9/1945,Destroyed,0,53.32,9.51,0,"Howaldtswerke Hamburg AG, Hamburg",0
678,U-678,VIIC,6/5/1941,9/3/1942,10/25/1943,9/18/1943,7/6/1944,Sunk,0,50.32,-0.23,52,"Howaldtswerke Hamburg AG, Hamburg",0
679,U-679,VIIC,6/5/1941,9/3/1942,11/29/1943,9/18/1943,1/9/1945,Sunk,0,,,51,"Howaldtswerke Hamburg AG, Hamburg",1
680,U-680,VIIC,6/5/1941,10/12/1942,12/23/1943,11/20/1943,5/5/1945,Surrendered,0,,,0,"Howaldtswerke Hamburg AG, Hamburg",0
681,U-681,VIIC,8/25/1941,10/21/1942,2/3/1944,11/20/1943,3/11/1945,Sunk,38,49.52,3.06,11,"Howaldtswerke Hamburg AG, Hamburg",0
